gene_symbol,n_features,features,n_feature_IDs,n_omes,omes,n_tissues,tissues
Hspb6,10,TRNSCRPT;HEART;ENSRNOG00000020922|TRNSCRPT;KIDNEY;ENSRNOG00000020922|TRNSCRPT;LUNG;ENSRNOG00000020922|PROT;SKM-GN;NP_620242.1|PROT;HEART;NP_620242.1|PROT;KIDNEY;NP_620242.1|PHOSPHO;HEART;NP_620242.1_S157s|PHOSPHO;WAT-SC;NP_620242.1_S59s|PHOSPHO;SKM-GN;NP_620242.1_S84s|PHOSPHO;SKM-GN;NP_620242.1_T24t,6,3,"PHOSPHO,PROT,TRNSCRPT",5,"HEART,KIDNEY,LUNG,SKM-GN,WAT-SC"
Rasgrp2,5,TRNSCRPT;LUNG;ENSRNOG00000021098|TRNSCRPT;WAT-SC;ENSRNOG00000021098|PHOSPHO;HEART;NP_001076446.2_S575s|PHOSPHO;LIVER;NP_001076446.2_S577s|ATAC;SKM-GN;chr1:221771191-221772891,4,3,"ATAC,PHOSPHO,TRNSCRPT",5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
Hspb1,35,TRNSCRPT;SKM-GN;ENSRNOG00000023546|TRNSCRPT;HEART;ENSRNOG00000023546|TRNSCRPT;LIVER;ENSRNOG00000023546|PROT;SKM-GN;NP_114176.4|PROT;HEART;NP_114176.4|PROT;KIDNEY;NP_114176.4|PROT;LUNG;NP_114176.4|PROT;LIVER;NP_114176.4|PHOSPHO;HEART;NP_114176.4_S102s|PHOSPHO;KIDNEY;NP_114176.4_S102s|PHOSPHO;LUNG;NP_114176.4_S102s|PHOSPHO;LIVER;NP_114176.4_S102s|PHOSPHO;HEART;NP_114176.4_S13s|PHOSPHO;KIDNEY;NP_114176.4_S13s|PHOSPHO;LIVER;NP_114176.4_S13s|PHOSPHO;SKM-GN;NP_114176.4_S15s|PHOSPHO;HEART;NP_114176.4_S15s|PHOSPHO;KIDNEY;NP_114176.4_S15s|PHOSPHO;LUNG;NP_114176.4_S15s|PHOSPHO;LIVER;NP_114176.4_S15s|PHOSPHO;SKM-GN;NP_114176.4_S162s|PHOSPHO;LIVER;NP_114176.4_S180s|PHOSPHO;HEART;NP_114176.4_S200s|PHOSPHO;LUNG;NP_114176.4_S200s|PHOSPHO;LIVER;NP_114176.4_S200s|PHOSPHO;SKM-GN;NP_114176.4_S86s|PHOSPHO;KIDNEY;NP_114176.4_S86s|PHOSPHO;LIVER;NP_114176.4_S86s|PHOSPHO;LUNG;NP_114176.4_S90s|PHOSPHO;LIVER;NP_114176.4_S90s|PHOSPHO;LIVER;NP_114176.4_T147t|PHOSPHO;HEART;NP_114176.4_T166t|PHOSPHO;LIVER;NP_114176.4_T166t|PHOSPHO;SKM-GN;NP_114176.4_Y137y|PHOSPHO;HEART;NP_114176.4_Y137y,13,3,"PHOSPHO,PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
Hadha,7,TRNSCRPT;HEART;ENSRNOG00000024629|PROT;SKM-GN;NP_570839.2|PROT;HEART;NP_570839.2|PROT;KIDNEY;NP_570839.2|PROT;LUNG;NP_570839.2|PROT;LIVER;NP_570839.2|PHOSPHO;HEART;NP_570839.2_S641s,3,3,"PHOSPHO,PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
Col14a1,9,TRNSCRPT;WAT-SC;ENSRNOG00000026415|PROT;SKM-GN;NP_001124020.1|PROT;HEART;NP_001124020.1|PROT;KIDNEY;NP_001124020.1|PROT;LIVER;NP_001124020.1|PROT;WAT-SC;NP_001124020.1|PHOSPHO;SKM-GN;NP_001124020.1_S649s|PHOSPHO;HEART;NP_001124020.1_S649s|PHOSPHO;WAT-SC;NP_001124020.1_S649s,3,3,"PHOSPHO,PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,SKM-GN,WAT-SC"
Tf,8,TRNSCRPT;LUNG;ENSRNOG00000030625|TRNSCRPT;WAT-SC;ENSRNOG00000030625|PROT;HEART;NP_001013128.1|PROT;KIDNEY;NP_001013128.1|ATAC;LIVER;chr8:111693153-111693913|ATAC;LIVER;chr8:111714058-111715337|ATAC;LIVER;chr8:111716196-111716470|ATAC;LIVER;chr8:111716545-111716765,6,3,"ATAC,PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,LUNG,WAT-SC"
Hspa8,7,TRNSCRPT;SKM-GN;ENSRNOG00000034066|TRNSCRPT;LUNG;ENSRNOG00000034066|TRNSCRPT;LIVER;ENSRNOG00000034066|PROT;LIVER;NP_077327.1|PHOSPHO;HEART;NP_077327.1_S40s|PHOSPHO;WAT-SC;NP_077327.1_S579s|ATAC;LUNG;chr8:44988854-44989371,5,4,"ATAC,PHOSPHO,PROT,TRNSCRPT",5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
Col15a1,10,TRNSCRPT;SKM-GN;ENSRNOG00000039197|TRNSCRPT;WAT-SC;ENSRNOG00000039197|TRNSCRPT;SKM-GN;ENSRNOG00000060381|TRNSCRPT;HEART;ENSRNOG00000060381|TRNSCRPT;KIDNEY;ENSRNOG00000060381|TRNSCRPT;WAT-SC;ENSRNOG00000060381|PROT;SKM-GN;NP_001094005.1|PROT;HEART;NP_001094005.1|PROT;KIDNEY;NP_001094005.1|PROT;LUNG;NP_001094005.1,3,2,"PROT,TRNSCRPT",5,"HEART,KIDNEY,LUNG,SKM-GN,WAT-SC"
Mt2A,8,TRNSCRPT;LIVER;ENSRNOG00000043098|PROT;SKM-GN;NP_001131036.1|PROT;KIDNEY;NP_001131036.1|PROT;LUNG;NP_001131036.1|PROT;LIVER;NP_001131036.1|PROT;WAT-SC;NP_001131036.1|ATAC;LIVER;chr19:11306659-11307088|ATAC;LIVER;chr19:11307113-11307316,4,3,"ATAC,PROT,TRNSCRPT",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Vav1,5,TRNSCRPT;WAT-SC;ENSRNOG00000050430|PROT;KIDNEY;NP_036891.2|PROT;LUNG;NP_036891.2|PHOSPHO;HEART;NP_036891.2_Y824y|ATAC;LIVER;chr9:9663349-9664240,4,4,"ATAC,PHOSPHO,PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,LUNG,WAT-SC"
Vwa8,5,TRNSCRPT;WAT-SC;ENSRNOG00000053145|PROT;SKM-GN;XP_008768820.1|PROT;HEART;XP_008768820.1|PROT;KIDNEY;XP_008768820.1|PROT;LIVER;XP_008768820.1,2,2,"PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,SKM-GN,WAT-SC"
AABR07015081.2,14,TRNSCRPT;LIVER;ENSRNOG00000054945|TRNSCRPT;WAT-SC;ENSRNOG00000054945|TRNSCRPT;LIVER;ENSRNOG00000060518|ATAC;SKM-GN;chr14:46524120-46524592|ATAC;LIVER;chr14:46524120-46524592|ATAC;KIDNEY;chr14:46525403-46525635|ATAC;SKM-GN;chr14:46653634-46653860|ATAC;KIDNEY;chr14:46653634-46653860|ATAC;LIVER;chr14:46653634-46653860|ATAC;KIDNEY;chr14:46654824-46655311|ATAC;LIVER;chr14:46654824-46655311|ATAC;SKM-GN;chr14:46655523-46655739|ATAC;HEART;chr14:46655523-46655739|ATAC;KIDNEY;chr14:46655523-46655739,7,2,"ATAC,TRNSCRPT",5,"HEART,KIDNEY,LIVER,SKM-GN,WAT-SC"
AABR07015057.1,14,TRNSCRPT;LIVER;ENSRNOG00000054945|TRNSCRPT;WAT-SC;ENSRNOG00000054945|TRNSCRPT;LIVER;ENSRNOG00000060518|ATAC;SKM-GN;chr14:46524120-46524592|ATAC;LIVER;chr14:46524120-46524592|ATAC;KIDNEY;chr14:46525403-46525635|ATAC;SKM-GN;chr14:46653634-46653860|ATAC;KIDNEY;chr14:46653634-46653860|ATAC;LIVER;chr14:46653634-46653860|ATAC;KIDNEY;chr14:46654824-46655311|ATAC;LIVER;chr14:46654824-46655311|ATAC;SKM-GN;chr14:46655523-46655739|ATAC;HEART;chr14:46655523-46655739|ATAC;KIDNEY;chr14:46655523-46655739,7,2,"ATAC,TRNSCRPT",5,"HEART,KIDNEY,LIVER,SKM-GN,WAT-SC"
Fscn1,5,TRNSCRPT;WAT-SC;ENSRNOG00000056585|PROT;HEART;NP_001094276.1|PROT;KIDNEY;NP_001094276.1|PROT;LUNG;NP_001094276.1|PROT;LIVER;NP_001094276.1,2,2,"PROT,TRNSCRPT",5,"HEART,KIDNEY,LIVER,LUNG,WAT-SC"
Gstm4,8,PROT;LIVER;NP_001019475.1|METHYL;LIVER;chr2-421679_cluster1|METHYL;LUNG;chr2-421679_cluster5|METHYL;LIVER;chr2-421679_cluster5|METHYL;LUNG;chr2-421679_cluster6|METHYL;WAT-SC;chr2-421679_cluster8|METHYL;SKM-GN;chr2-421679_cluster9|METHYL;HEART;chr2-421679_cluster9,6,2,"METHYL,PROT",5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
Hspd1,11,PROT;SKM-GN;NP_071565.2|PROT;HEART;NP_071565.2|PROT;KIDNEY;NP_071565.2|PROT;LIVER;NP_071565.2|PROT;WAT-SC;NP_071565.2|PHOSPHO;LIVER;NP_071565.2_S232s|PHOSPHO;LIVER;NP_071565.2_S410s|PHOSPHO;LIVER;NP_071565.2_S499s|PHOSPHO;LIVER;NP_071565.2_S70s|PHOSPHO;LIVER;NP_071565.2_T164t|PHOSPHO;LIVER;NP_071565.2_Y243y,7,2,"PHOSPHO,PROT",5,"HEART,KIDNEY,LIVER,SKM-GN,WAT-SC"
Prep,6,PROT;HEART;NP_112614.1|PROT;KIDNEY;NP_112614.1|PROT;LUNG;NP_112614.1|PROT;LIVER;NP_112614.1|PROT;WAT-SC;NP_112614.1|PHOSPHO;LIVER;NP_112614.1_S667s,2,2,"PHOSPHO,PROT",5,"HEART,KIDNEY,LIVER,LUNG,WAT-SC"
Rab11fip5,7,PHOSPHO;LUNG;XP_003753962.1_S1208sS1211s|PROT;HEART;XP_006225033.1|PHOSPHO;SKM-GN;XP_006225033.1_S209s|PHOSPHO;SKM-GN;XP_006225033.1_S483s|PHOSPHO;LUNG;XP_006225034.1_S539sS542s|PHOSPHO;LIVER;XP_008761342.1_S754s|METHYL;WAT-SC;chr4-234307_cluster1,7,3,"METHYL,PHOSPHO,PROT",5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
690813,5,PROT;SKM-GN;XP_008773580.1|PROT;KIDNEY;XP_008773580.1|PROT;LUNG;XP_008773580.1|PROT;LIVER;XP_008773580.1|PROT;WAT-SC;XP_008773580.1,1,1,PROT,5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Tmem223,10,METHYL;WAT-SC;chr1-449942_cluster1|METHYL;LUNG;chr1-449942_cluster11|METHYL;WAT-SC;chr1-449942_cluster2|METHYL;SKM-GN;chr1-449942_cluster25|METHYL;SKM-GN;chr1-449942_cluster26|METHYL;HEART;chr1-449942_cluster3|METHYL;LIVER;chr1-449942_cluster3|METHYL;HEART;chr1-449942_cluster4|METHYL;LIVER;chr1-449942_cluster4|METHYL;WAT-SC;chr1-449942_cluster4,7,1,METHYL,5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
Vezf1,5,ATAC;SKM-GN;chr10:75365089-75365510|ATAC;HEART;chr10:75365089-75365510|ATAC;KIDNEY;chr10:75365089-75365510|ATAC;LUNG;chr10:75365089-75365510|ATAC;LIVER;chr10:75365089-75365510,1,1,ATAC,5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
Gfi1,10,METHYL;WAT-SC;chr14-6126_cluster2|METHYL;LUNG;chr14-6126_cluster3|METHYL;WAT-SC;chr14-6126_cluster3|METHYL;LIVER;chr14-6126_cluster8|METHYL;LIVER;chr14-6127_cluster1|METHYL;WAT-SC;chr14-6127_cluster1|METHYL;HEART;chr14-6127_cluster2|METHYL;LUNG;chr14-6127_cluster5|METHYL;LIVER;chr14-6127_cluster5|METHYL;SKM-GN;chr14-6127_cluster8,7,1,METHYL,5,"HEART,LIVER,LUNG,SKM-GN,WAT-SC"
Hist1h4b,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Hist1h2ao,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Hist1h4m,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Hist2h4,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Hist2h4a,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
LOC100912564,11,METHYL;WAT-SC;chr17-89044_cluster1|METHYL;SKM-GN;chr17-89044_cluster2|METHYL;KIDNEY;chr17-89044_cluster2|METHYL;LIVER;chr17-89044_cluster2|METHYL;SKM-GN;chr17-89044_cluster3|METHYL;LUNG;chr17-89044_cluster6|METHYL;WAT-SC;chr17-89045_cluster1|METHYL;WAT-SC;chr17-89045_cluster2|ATAC;LIVER;chr17:43672744-43674323|ATAC;LIVER;chr17:43769461-43770816|ATAC;LIVER;chr4:170761110-170761771,9,2,"ATAC,METHYL",5,"KIDNEY,LIVER,LUNG,SKM-GN,WAT-SC"
Y_RNA,29,ATAC;SKM-GN;chr1:55651071-55651652|ATAC;HEART;chr1:55651071-55651652|ATAC;LUNG;chr1:55651071-55651652|ATAC;SKM-GN;chr1:55654415-55655555|ATAC;HEART;chr1:55654415-55655555|ATAC;LUNG;chr1:55654415-55655555|ATAC;SKM-GN;chr1:55656803-55657078|ATAC;HEART;chr1:55657910-55658440|ATAC;LUNG;chr1:55657910-55658440|ATAC;LIVER;chr1:55657910-55658440|ATAC;SKM-GN;chr4:77401248-77401532|ATAC;HEART;chr4:77401248-77401532|ATAC;SKM-GN;chr4:77401648-77401891|ATAC;LIVER;chr4:77401648-77401891|ATAC;HEART;chr4:77401940-77402799|ATAC;LUNG;chr4:77401940-77402799|ATAC;SKM-GN;chr4:77404043-77404961|ATAC;SKM-GN;chr4:77406570-77406868|ATAC;HEART;chr4:77406570-77406868|ATAC;SKM-GN;chr4:77407005-77407234|ATAC;HEART;chr4:77407005-77407234|ATAC;LIVER;chr4:77407005-77407234|ATAC;HEART;chr4:77407366-77408045|ATAC;KIDNEY;chr4:77407366-77408045|ATAC;LUNG;chr4:77407366-77408045|ATAC;SKM-GN;chr4:77409315-77410856|ATAC;HEART;chr4:77409315-77410856|ATAC;KIDNEY;chr4:77409315-77410856|ATAC;LIVER;chr4:77409315-77410856,12,1,ATAC,5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
U1,13,ATAC;LIVER;chr2:198527644-198529164|ATAC;LIVER;chr2:198621380-198622369|ATAC;LIVER;chr2:198623178-198624460|ATAC;KIDNEY;chr2:62784424-62785535|METHYL;HEART;chr5-240233_cluster1|METHYL;LUNG;chr5-240233_cluster9|ATAC;LIVER;chr5:133669712-133670873|ATAC;LUNG;chr6:75619889-75620791|ATAC;LIVER;chr6:75619889-75620791|ATAC;SKM-GN;chr6:75622007-75623741|ATAC;HEART;chr6:75622007-75623741|ATAC;LIVER;chr6:75622007-75623741|ATAC;SKM-GN;chr8:46000500-46000874,10,2,"ATAC,METHYL",5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
AABR07012587.1,6,ATAC;SKM-GN;chr2:198589578-198590041|ATAC;HEART;chr2:198589578-198590041|ATAC;KIDNEY;chr2:198589578-198590041|ATAC;LUNG;chr2:198589578-198590041|ATAC;LIVER;chr2:198589578-198590041|ATAC;LUNG;chr2:198590122-198590367,2,1,ATAC,5,"HEART,KIDNEY,LIVER,LUNG,SKM-GN"
Abhd5,4,TRNSCRPT;LUNG;ENSRNOG00000000221|TRNSCRPT;WAT-SC;ENSRNOG00000000221|PROT;HEART;NP_997689.1|PROT;LIVER;NP_997689.1,2,2,"PROT,TRNSCRPT",4,"HEART,LIVER,LUNG,WAT-SC"
Prodh1,4,TRNSCRPT;SKM-GN;ENSRNOG00000000281|PROT;HEART;NP_001129250.2|PROT;LUNG;NP_001129250.2|PROT;LIVER;NP_001129250.2,2,2,"PROT,TRNSCRPT",4,"HEART,LIVER,LUNG,SKM-GN"
C4a,5,TRNSCRPT;KIDNEY;ENSRNOG00000000443|TRNSCRPT;LIVER;ENSRNOG00000000443|TRNSCRPT;LUNG;ENSRNOG00000047657|TRNSCRPT;LIVER;ENSRNOG00000047657|METHYL;WAT-SC;chr20-8693_cluster1,3,2,"METHYL,TRNSCRPT",4,"KIDNEY,LIVER,LUNG,WAT-SC"
Rhobtb1,4,TRNSCRPT;SKM-GN;ENSRNOG00000000633|TRNSCRPT;LUNG;ENSRNOG00000000633|TRNSCRPT;LIVER;ENSRNOG00000000633|ATAC;KIDNEY;chr20:20660036-20660917,2,2,"ATAC,TRNSCRPT",4,"KIDNEY,LIVER,LUNG,SKM-GN"
Man1a1,4,TRNSCRPT;HEART;ENSRNOG00000000800|TRNSCRPT;LUNG;ENSRNOG00000000800|TRNSCRPT;WAT-SC;ENSRNOG00000000800|ATAC;LIVER;chr20:35447388-35449564,2,2,"ATAC,TRNSCRPT",4,"HEART,LIVER,LUNG,WAT-SC"
Col6a1,4,TRNSCRPT;SKM-GN;ENSRNOG00000001249|TRNSCRPT;LUNG;ENSRNOG00000001249|TRNSCRPT;WAT-SC;ENSRNOG00000001249|PROT;LIVER;XP_001079629.2,2,2,"PROT,TRNSCRPT",4,"LIVER,LUNG,SKM-GN,WAT-SC"
Atp1b1,4,TRNSCRPT;LUNG;ENSRNOG00000002934|PROT;SKM-GN;NP_037245.2|PROT;LIVER;NP_037245.2|ATAC;KIDNEY;chr13:82757538-82758321,3,3,"ATAC,PROT,TRNSCRPT",4,"KIDNEY,LIVER,LUNG,SKM-GN"
Slc9a3r2,4,TRNSCRPT;SKM-GN;ENSRNOG00000002997|TRNSCRPT;KIDNEY;ENSRNOG00000002997|TRNSCRPT;LUNG;ENSRNOG00000002997|PROT;WAT-SC;NP_446263.2,2,2,"PROT,TRNSCRPT",4,"KIDNEY,LUNG,SKM-GN,WAT-SC"
Timp3,4,TRNSCRPT;SKM-GN;ENSRNOG00000004303|TRNSCRPT;LUNG;ENSRNOG00000004303|TRNSCRPT;WAT-SC;ENSRNOG00000004303|PROT;HEART;NP_037018.2,2,2,"PROT,TRNSCRPT",4,"HEART,LUNG,SKM-GN,WAT-SC"
Dglucy,5,TRNSCRPT;SKM-GN;ENSRNOG00000004442|TRNSCRPT;HEART;ENSRNOG00000004442|PROT;SKM-GN;NP_001167028.1|PROT;KIDNEY;NP_001167028.1|PROT;LIVER;NP_001167028.1,2,2,"PROT,TRNSCRPT",4,"HEART,KIDNEY,LIVER,SKM-GN"
Scin,4,TRNSCRPT;KIDNEY;ENSRNOG00000004498|PROT;HEART;NP_942043.1|PROT;LIVER;NP_942043.1|PROT;WAT-SC;NP_942043.1,2,2,"PROT,TRNSCRPT",4,"HEART,KIDNEY,LIVER,WAT-SC"
Ogdh,4,TRNSCRPT;HEART;ENSRNOG00000005130|PROT;SKM-GN;NP_001017461.1|PROT;LIVER;NP_001017461.1|ATAC;KIDNEY;chr14:86414660-86416074,3,3,"ATAC,PROT,TRNSCRPT",4,"HEART,KIDNEY,LIVER,SKM-GN"
Ybx3,4,TRNSCRPT;KIDNEY;ENSRNOG00000005480|TRNSCRPT;LUNG;ENSRNOG00000005480|PROT;HEART;NP_114185.3|ATAC;SKM-GN;chr4:165619031-165619485,3,3,"ATAC,PROT,TRNSCRPT",4,"HEART,KIDNEY,LUNG,SKM-GN"
Lyz2,4,TRNSCRPT;SKM-GN;ENSRNOG00000005825|TRNSCRPT;HEART;ENSRNOG00000005825|TRNSCRPT;KIDNEY;ENSRNOG00000005825|TRNSCRPT;WAT-SC;ENSRNOG00000005825,1,1,TRNSCRPT,4,"HEART,KIDNEY,SKM-GN,WAT-SC"
Rasal3,8,TRNSCRPT;LUNG;ENSRNOG00000006167|PROT;LUNG;NP_001128034.1|METHYL;SKM-GN;chr7-28820_cluster12|METHYL;WAT-SC;chr7-28820_cluster2|METHYL;LUNG;chr7-28820_cluster3|METHYL;WAT-SC;chr7-28820_cluster3|METHYL;WAT-SC;chr7-28820_cluster4|METHYL;LIVER;chr7-28820_cluster9,7,3,"METHYL,PROT,TRNSCRPT",4,"LIVER,LUNG,SKM-GN,WAT-SC"
Chd7,4,TRNSCRPT;SKM-GN;ENSRNOG00000006689|METHYL;HEART;chr5-43477_cluster1|ATAC;KIDNEY;chr5:21768590-21770367|ATAC;LIVER;chr5:21768590-21770367,3,3,"ATAC,METHYL,TRNSCRPT",4,"HEART,KIDNEY,LIVER,SKM-GN"
Dnaja1,4,TRNSCRPT;HEART;ENSRNOG00000007029|TRNSCRPT;LUNG;ENSRNOG00000007029|PROT;SKM-GN;NP_075223.1|ATAC;LIVER;chr5:57027910-57029329,3,3,"ATAC,PROT,TRNSCRPT",4,"HEART,LIVER,LUNG,SKM-GN"
Plin2,4,TRNSCRPT;WAT-SC;ENSRNOG00000007060|PROT;SKM-GN;NP_001007145.1|PROT;HEART;NP_001007145.1|PROT;LIVER;NP_001007145.1,2,2,"PROT,TRNSCRPT",4,"HEART,LIVER,SKM-GN,WAT-SC"
Adhfe1,5,TRNSCRPT;SKM-GN;ENSRNOG00000007069|TRNSCRPT;LUNG;ENSRNOG00000007069|TRNSCRPT;WAT-SC;ENSRNOG00000007069|PROT;HEART;NP_001020594.1|PROT;WAT-SC;NP_001020594.1,2,2,"PROT,TRNSCRPT",4,"HEART,LUNG,SKM-GN,WAT-SC"
Bhlhe40,6,TRNSCRPT;SKM-GN;ENSRNOG00000007152|ATAC;SKM-GN;chr4:140702338-140704048|ATAC;KIDNEY;chr4:140702338-140704048|ATAC;LUNG;chr4:140702338-140704048|ATAC;LIVER;chr4:140702338-140704048|ATAC;LIVER;chr4:140710161-140710570,3,2,"ATAC,TRNSCRPT",4,"KIDNEY,LIVER,LUNG,SKM-GN"
Ndufa12,5,TRNSCRPT;SKM-GN;ENSRNOG00000007407|TRNSCRPT;HEART;ENSRNOG00000007407|TRNSCRPT;KIDNEY;ENSRNOG00000007407|PROT;SKM-GN;NP_001100251.2|PROT;WAT-SC;NP_001100251.2,2,2,"PROT,TRNSCRPT",4,"HEART,KIDNEY,SKM-GN,WAT-SC"
Cd63,5,TRNSCRPT;SKM-GN;ENSRNOG00000007650|TRNSCRPT;HEART;ENSRNOG00000007650|TRNSCRPT;LUNG;ENSRNOG00000007650|TRNSCRPT;LIVER;ENSRNOG00000007650|ATAC;LIVER;chr7:3331744-3334066,2,2,"ATAC,TRNSCRPT",4,"HEART,LIVER,LUNG,SKM-GN"
Ugp2,9,TRNSCRPT;SKM-GN;ENSRNOG00000008079|TRNSCRPT;HEART;ENSRNOG00000008079|TRNSCRPT;LIVER;ENSRNOG00000008079|PROT;KIDNEY;NP_001019914.1|ATAC;LIVER;chr14:106212431-106213861|ATAC;LIVER;chr14:106220901-106221396|ATAC;LIVER;chr14:106222710-106223167|ATAC;LIVER;chr14:106223856-106224691|ATAC;LIVER;chr14:106224694-106225155,7,3,"ATAC,PROT,TRNSCRPT",4,"HEART,KIDNEY,LIVER,SKM-GN"
Pml,6,TRNSCRPT;LUNG;ENSRNOG00000008400|PROT;HEART;XP_008764653.1|PROT;LIVER;XP_008764653.1|PHOSPHO;LIVER;XP_008764653.1_S590sS591s|METHYL;KIDNEY;chr8-126064_cluster3|METHYL;KIDNEY;chr8-126064_cluster4,5,4,"METHYL,PHOSPHO,PROT,TRNSCRPT",4,"HEART,KIDNEY,LIVER,LUNG"
Bsg,4,TRNSCRPT;HEART;ENSRNOG00000008414|TRNSCRPT;LUNG;ENSRNOG00000008414|TRNSCRPT;WAT-SC;ENSRNOG00000008414|PROT;SKM-GN;NP_036915.1,2,2,"PROT,TRNSCRPT",4,"HEART,LUNG,SKM-GN,WAT-SC"
Gpnmb,5,TRNSCRPT;LIVER;ENSRNOG00000008816|TRNSCRPT;WAT-SC;ENSRNOG00000008816|PROT;LUNG;NP_579832.1|PROT;WAT-SC;NP_579832.1|ATAC;SKM-GN;chr4:78693975-78695568,3,3,"ATAC,PROT,TRNSCRPT",4,"LIVER,LUNG,SKM-GN,WAT-SC"
Prkag2,8,TRNSCRPT;WAT-SC;ENSRNOG00000009085|PROT;SKM-GN;XP_006236011.1|PHOSPHO;SKM-GN;XP_006236017.2_S25s|PROT;HEART;XP_017448218.1|PHOSPHO;LIVER;XP_017448218.1_S162sT165t|PHOSPHO;LIVER;XP_017448218.1_S65s|PHOSPHO;LIVER;XP_017448218.1_S98s|ATAC;LIVER;chr4:6654992-6656234,8,4,"ATAC,PHOSPHO,PROT,TRNSCRPT",4,"HEART,LIVER,SKM-GN,WAT-SC"
Ndufb9,5,TRNSCRPT;SKM-GN;ENSRNOG00000009364|TRNSCRPT;KIDNEY;ENSRNOG00000009364|PROT;SKM-GN;NP_001120766.1|PROT;WAT-SC;NP_001120766.1|PHOSPHO;LIVER;NP_001120766.1_Y118y,3,3,"PHOSPHO,PROT,TRNSCRPT",4,"KIDNEY,LIVER,SKM-GN,WAT-SC"
